SN:3K430000005894 BD:Feb 22 2019 VC:6c0e877 MD5:fe950200890c20b9a008e6312c98ea70
SysTime,                      Time,      [CH4]_ppm,   [CH4]_ppm_sd,      [CO2]_ppm,   [CO2]_ppm_sd,      [H2O]_ppm,   [H2O]_ppm_sd,     [CH4]d_ppm,  [CH4]d_ppm_sd,     [CO2]d_ppm,  [CO2]d_ppm_sd,      GasP_torr,   GasP_torr_sd,         GasT_C,      GasT_C_sd,         AmbT_C,      AmbT_C_sd,         RD0_us,      RD0_us_sd,         RD1_us,      RD1_us_sd,         LTC0_v,      LTC0_v_sd,         LTC1_v,      LTC1_v_sd,         Batt_v,      Batt_v_sd,   BATT_PERCENT,BATT_PERCENT_sd, Temp_Status_mA,Analyzer_Status_mA,       Fit_Flag,      MIU_VALVE,       MIU_DESC
03/19/2025 08:51:23.789, 03/19/2025 08:51:23.746, 3.88926e+0, 0.00000e+0, 1.22269e+1, 0.00000e+0, 1.99196e+3, 0.00000e+0, 3.89702e+0, 0.00000e+0, 1.22513e+1, 0.00000e+0, 5.01160e+2, 0.00000e+0, 2.65408e+1, 0.00000e+0, 2.83248e+1, 0.00000e+0, 3.99765e+0, 0.00000e+0, 3.35669e+0, 0.00000e+0, 1.67995e+0, 0.00000e+0, -5.52492e+0, 0.00000e+0, 5.37819e+0, 0.00000e+0, 3.07900e+2, 0.00000e+0, 2.00000e+1, 1.80000e+1, 2, -1, Disabled
03/19/2025 08:51:24.779, 03/19/2025 08:51:24.740, 3.88931e+0, 0.00000e+0, 1.11408e+1, 0.00000e+0, 1.95798e+3, 0.00000e+0, 3.89694e+0, 0.00000e+0, 1.11626e+1, 0.00000e+0, 5.01247e+2, 0.00000e+0, 2.65494e+1, 0.00000e+0, 2.83219e+1, 0.00000e+0, 3.99794e+0, 0.00000e+0, 3.35681e+0, 0.00000e+0, 1.67995e+0, 0.00000e+0, -5.52492e+0, 0.00000e+0, 5.37826e+0, 0.00000e+0, 3.07912e+2, 0.00000e+0, 2.00000e+1, 1.80000e+1, 2, -1, Disabled
03/19/2025 08:51:25.775, 03/19/2025 08:51:25.735, 3.88397e+0, 0.00000e+0, 1.00373e+1, 0.00000e+0, 1.91137e+3, 0.00000e+0, 3.89140e+0, 0.00000e+0, 1.00565e+1, 0.00000e+0, 5.01216e+2, 0.00000e+0, 2.65326e+1, 0.00000e+0, 2.83253e+1, 0.00000e+0, 3.99771e+0, 0.00000e+0, 3.35704e+0, 0.00000e+0, 1.67995e+0, 0.00000e+0, -5.52440e+0, 0.00000e+0, 5.37817e+0, 0.00000e+0, 3.07897e+2, 0.00000e+0, 2.00000e+1, 1.80000e+1, 2, -1, Disabled
03/19/2025 08:51:26.770, 03/19/2025 08:51:26.730, 3.87847e+0, 0.00000e+0, 9.40850e+0, 0.00000e+0, 1.85898e+3, 0.00000e+0, 3.88569e+0, 0.00000e+0, 9.42602e+0, 0.00000e+0, 5.01158e+2, 0.00000e+0, 2.65338e+1, 0.00000e+0, 2.83221e+1, 0.00000e+0, 3.99723e+0, 0.00000e+0, 3.35669e+0, 0.00000e+0, 1.67995e+0, 0.00000e+0, -5.52440e+0, 0.00000e+0, 5.37817e+0, 0.00000e+0, 3.07897e+2, 0.00000e+0, 2.00000e+1, 1.80000e+1, 2, -1, Disabled
03/19/2025 08:51:27.777, 03/19/2025 08:51:27.724, 3.86985e+0, 0.00000e+0, 8.89825e+0, 0.00000e+0, 1.78999e+3, 0.00000e+0, 3.87679e+0, 0.00000e+0, 8.91421e+0, 0.00000e+0, 5.01275e+2, 0.00000e+0, 2.65371e+1, 0.00000e+0, 2.83237e+1, 0.00000e+0, 3.99760e+0, 0.00000e+0, 3.35617e+0, 0.00000e+0, 1.67996e+0, 0.00000e+0, -5.52425e+0, 0.00000e+0, 5.37792e+0, 0.00000e+0, 3.07856e+2, 0.00000e+0, 2.00000e+1, 1.80000e+1, 2, -1, Disabled
03/19/2025 08:51:28.761, 03/19/2025 08:51:28.719, 3.86252e+0, 0.00000e+0, 8.32688e+0, 0.00000e+0, 1.74981e+3, 0.00000e+0, 3.86929e+0, 0.00000e+0, 8.34147e+0, 0.00000e+0, 5.01197e+2, 0.00000e+0, 2.65374e+1, 0.00000e+0, 2.83206e+1, 0.00000e+0, 3.99780e+0, 0.00000e+0, 3.35687e+0, 0.00000e+0, 1.67996e+0, 0.00000e+0, -5.52425e+0, 0.00000e+0, 5.37793e+0, 0.00000e+0, 3.07857e+2, 0.00000e+0, 2.00000e+1, 1.80000e+1, 2, -1, Disabled
03/19/2025 08:51:29.760, 03/19/2025 08:51:29.713, 3.85192e+0, 0.00000e+0, 7.74989e+0, 0.00000e+0, 1.71766e+3, 0.00000e+0, 3.85854e+0, 0.00000e+0, 7.76322e+0, 0.00000e+0, 5.01208e+2, 0.00000e+0, 2.65372e+1, 0.00000e+0, 2.83222e+1, 0.00000e+0, 3.99768e+0, 0.00000e+0, 3.35737e+0, 0.00000e+0, 1.67998e+0, 0.00000e+0, -5.52425e+0, 0.00000e+0, 5.37782e+0, 0.00000e+0, 3.07839e+2, 0.00000e+0, 2.00000e+1, 1.80000e+1, 2, -1, Disabled
03/19/2025 08:51:30.752, 03/19/2025 08:51:30.708, 3.84036e+0, 0.00000e+0, 7.35221e+0, 0.00000e+0, 1.67290e+3, 0.00000e+0, 3.84679e+0, 0.00000e+0, 7.36453e+0, 0.00000e+0, 5.01184e+2, 0.00000e+0, 2.65363e+1, 0.00000e+0, 2.83190e+1, 0.00000e+0, 3.99817e+0, 0.00000e+0, 3.35697e+0, 0.00000e+0, 1.67998e+0, 0.00000e+0, -5.52425e+0, 0.00000e+0, 5.37797e+0, 0.00000e+0, 3.07864e+2, 0.00000e+0, 2.00000e+1, 1.80000e+1, 2, -1, Disabled
03/19/2025 08:51:31.746, 03/19/2025 08:51:31.703, 3.82774e+0, 0.00000e+0, 6.97694e+0, 0.00000e+0, 1.64028e+3, 0.00000e+0, 3.83403e+0, 0.00000e+0, 6.98840e+0, 0.00000e+0, 5.01185e+2, 0.00000e+0, 2.65363e+1, 0.00000e+0, 2.83217e+1, 0.00000e+0, 3.99724e+0, 0.00000e+0, 3.35729e+0, 0.00000e+0, 1.68000e+0, 0.00000e+0, -5.52438e+0, 0.00000e+0, 5.37789e+0, 0.00000e+0, 3.07852e+2, 0.00000e+0, 2.00000e+1, 1.80000e+1, 2, -1, Disabled
03/19/2025 08:51:32.746, 03/19/2025 08:51:32.697, 3.81406e+0, 0.00000e+0, 6.82186e+0, 0.00000e+0, 1.63008e+3, 0.00000e+0, 3.82029e+0, 0.00000e+0, 6.83300e+0, 0.00000e+0, 5.01204e+2, 0.00000e+0, 2.65366e+1, 0.00000e+0, 2.83239e+1, 0.00000e+0, 3.99691e+0, 0.00000e+0, 3.35747e+0, 0.00000e+0, 1.68000e+0, 0.00000e+0, -5.52438e+0, 0.00000e+0, 5.37786e+0, 0.00000e+0, 3.07845e+2, 0.00000e+0, 2.00000e+1, 1.80000e+1, 2, -1, Disabled
