SN:3K430000005894 BD:Feb 22 2019 VC:6c0e877 MD5:fe950200890c20b9a008e6312c98ea70
SysTime,                      Time,      [CH4]_ppm,   [CH4]_ppm_sd,      [CO2]_ppm,   [CO2]_ppm_sd,      [H2O]_ppm,   [H2O]_ppm_sd,     [CH4]d_ppm,  [CH4]d_ppm_sd,     [CO2]d_ppm,  [CO2]d_ppm_sd,      GasP_torr,   GasP_torr_sd,         GasT_C,      GasT_C_sd,         AmbT_C,      AmbT_C_sd,         RD0_us,      RD0_us_sd,         RD1_us,      RD1_us_sd,         LTC0_v,      LTC0_v_sd,         LTC1_v,      LTC1_v_sd,         Batt_v,      Batt_v_sd,   BATT_PERCENT,BATT_PERCENT_sd, Temp_Status_mA,Analyzer_Status_mA,       Fit_Flag,      MIU_VALVE,       MIU_DESC
06/29/2024 12:34:25.679, 06/29/2024 12:34:25.629, 2.44197e+0, 0.00000e+0, 4.50299e+2, 0.00000e+0, 1.14682e+4, 0.00000e+0, 1.23515e+0, 0.00000e+0, 2.27762e+2, 0.00000e+0, 5.01418e+2, 0.00000e+0, 2.16940e+1, 0.00000e+0, 2.16237e+1, 0.00000e+0, 3.99534e+0, 0.00000e+0, 3.35751e+0, 0.00000e+0, 1.67964e+0, 0.00000e+0, -5.52491e+0, 0.00000e+0, 4.50314e+0, 0.00000e+0, -2.04661e+2, 0.00000e+0, 2.00000e+1, 1.80000e+1, 2, -1, Disabled
06/29/2024 12:34:30.762, 06/29/2024 12:34:30.709, 2.45194e+0, 0.00000e+0, 4.70788e+2, 0.00000e+0, 1.45544e+4, 0.00000e+0, 2.48815e+0, 0.00000e+0, 4.77741e+2, 0.00000e+0, 5.01354e+2, 0.00000e+0, 2.16988e+1, 0.00000e+0, 2.16991e+1, 0.00000e+0, 3.99481e+0, 0.00000e+0, 3.35804e+0, 0.00000e+0, 1.67881e+0, 0.00000e+0, -5.52334e+0, 0.00000e+0, 4.51692e+0, 0.00000e+0, 1.66708e+2, 0.00000e+0, 2.00000e+1, 1.80000e+1, 2, -1, Disabled
06/29/2024 12:34:35.839, 06/29/2024 12:34:35.788, 2.48022e+0, 0.00000e+0, 4.70124e+2, 0.00000e+0, 1.48811e+4, 0.00000e+0, 2.51769e+0, 0.00000e+0, 4.77226e+2, 0.00000e+0, 5.01431e+2, 0.00000e+0, 2.17009e+1, 0.00000e+0, 2.17562e+1, 0.00000e+0, 3.99448e+0, 0.00000e+0, 3.35796e+0, 0.00000e+0, 1.67843e+0, 0.00000e+0, -5.52348e+0, 0.00000e+0, 4.52584e+0, 0.00000e+0, 1.68170e+2, 0.00000e+0, 2.00000e+1, 1.80000e+1, 2, -1, Disabled
06/29/2024 12:34:41.001, 06/29/2024 12:34:40.868, 2.49492e+0, 0.00000e+0, 4.67332e+2, 0.00000e+0, 1.50234e+4, 0.00000e+0, 2.53298e+0, 0.00000e+0, 4.74460e+2, 0.00000e+0, 5.01485e+2, 0.00000e+0, 2.17031e+1, 0.00000e+0, 2.18133e+1, 0.00000e+0, 3.99456e+0, 0.00000e+0, 3.35816e+0, 0.00000e+0, 1.67807e+0, 0.00000e+0, -5.52379e+0, 0.00000e+0, 4.53440e+0, 0.00000e+0, 1.69573e+2, 0.00000e+0, 2.00000e+1, 1.80000e+1, 3, -1, Disabled
06/29/2024 12:34:46.030, 06/29/2024 12:34:45.947, 2.47154e+0, 0.00000e+0, 4.69949e+2, 0.00000e+0, 1.51070e+4, 0.00000e+0, 2.50945e+0, 0.00000e+0, 4.77158e+2, 0.00000e+0, 5.01389e+2, 0.00000e+0, 2.17059e+1, 0.00000e+0, 2.18715e+1, 0.00000e+0, 3.99458e+0, 0.00000e+0, 3.35794e+0, 0.00000e+0, 1.67773e+0, 0.00000e+0, -5.52412e+0, 0.00000e+0, 4.54269e+0, 0.00000e+0, 1.70932e+2, 0.00000e+0, 2.00000e+1, 1.30000e+1, 3, -1, Disabled
06/29/2024 12:34:51.113, 06/29/2024 12:34:51.027, 2.46954e+0, 0.00000e+0, 4.85795e+2, 0.00000e+0, 1.51606e+4, 0.00000e+0, 2.50756e+0, 0.00000e+0, 4.93273e+2, 0.00000e+0, 5.01413e+2, 0.00000e+0, 2.17084e+1, 0.00000e+0, 2.19331e+1, 0.00000e+0, 3.99428e+0, 0.00000e+0, 3.35814e+0, 0.00000e+0, 1.67740e+0, 0.00000e+0, -5.52444e+0, 0.00000e+0, 4.55067e+0, 0.00000e+0, 1.72242e+2, 0.00000e+0, 2.00000e+1, 1.30000e+1, 3, -1, Disabled
06/29/2024 12:34:56.165, 06/29/2024 12:34:56.106, 2.47609e+0, 0.00000e+0, 4.76685e+2, 0.00000e+0, 1.52247e+4, 0.00000e+0, 2.51437e+0, 0.00000e+0, 4.84055e+2, 0.00000e+0, 5.01389e+2, 0.00000e+0, 2.17116e+1, 0.00000e+0, 2.19929e+1, 0.00000e+0, 3.99455e+0, 0.00000e+0, 3.35781e+0, 0.00000e+0, 1.67708e+0, 0.00000e+0, -5.52474e+0, 0.00000e+0, 4.55836e+0, 0.00000e+0, 1.73502e+2, 0.00000e+0, 2.00000e+1, 1.30000e+1, 3, -1, Disabled
06/29/2024 12:35:01.245, 06/29/2024 12:35:01.185, 2.47528e+0, 0.00000e+0, 4.68954e+2, 0.00000e+0, 1.53574e+4, 0.00000e+0, 2.51388e+0, 0.00000e+0, 4.76268e+2, 0.00000e+0, 5.01398e+2, 0.00000e+0, 2.17144e+1, 0.00000e+0, 2.20551e+1, 0.00000e+0, 3.99417e+0, 0.00000e+0, 3.35797e+0, 0.00000e+0, 1.67680e+0, 0.00000e+0, -5.52502e+0, 0.00000e+0, 4.56590e+0, 0.00000e+0, 1.74738e+2, 0.00000e+0, 2.00000e+1, 1.30000e+1, 3, -1, Disabled
06/29/2024 12:35:06.338, 06/29/2024 12:35:06.265, 2.50365e+0, 0.00000e+0, 4.66596e+2, 0.00000e+0, 1.54356e+4, 0.00000e+0, 2.54290e+0, 0.00000e+0, 4.73911e+2, 0.00000e+0, 5.01367e+2, 0.00000e+0, 2.17186e+1, 0.00000e+0, 2.21178e+1, 0.00000e+0, 3.99425e+0, 0.00000e+0, 3.35799e+0, 0.00000e+0, 1.67653e+0, 0.00000e+0, -5.52527e+0, 0.00000e+0, 4.57311e+0, 0.00000e+0, 1.75919e+2, 0.00000e+0, 2.00000e+1, 1.30000e+1, 3, -1, Disabled
06/29/2024 12:35:11.430, 06/29/2024 12:35:11.344, 2.50979e+0, 0.00000e+0, 4.62190e+2, 0.00000e+0, 1.54186e+4, 0.00000e+0, 2.54909e+0, 0.00000e+0, 4.69428e+2, 0.00000e+0, 5.01384e+2, 0.00000e+0, 2.17213e+1, 0.00000e+0, 2.21827e+1, 0.00000e+0, 3.99426e+0, 0.00000e+0, 3.35807e+0, 0.00000e+0, 1.67627e+0, 0.00000e+0, -5.52551e+0, 0.00000e+0, 4.58018e+0, 0.00000e+0, 1.77079e+2, 0.00000e+0, 2.00000e+1, 1.30000e+1, 3, -1, Disabled
06/29/2024 12:35:16.499, 06/29/2024 12:35:16.425, 2.48787e+0, 0.00000e+0, 5.40683e+2, 0.00000e+0, 1.54879e+4, 0.00000e+0, 2.52701e+0, 0.00000e+0, 5.49189e+2, 0.00000e+0, 5.01406e+2, 0.00000e+0, 2.17254e+1, 0.00000e+0, 2.22438e+1, 0.00000e+0, 3.99425e+0, 0.00000e+0, 3.35775e+0, 0.00000e+0, 1.67602e+0, 0.00000e+0, -5.52570e+0, 0.00000e+0, 4.58688e+0, 0.00000e+0, 1.78177e+2, 0.00000e+0, 2.00000e+1, 1.00000e+1, 3, -1, Disabled
06/29/2024 12:35:21.563, 06/29/2024 12:35:21.504, 2.50672e+0, 0.00000e+0, 5.25610e+2, 0.00000e+0, 1.56028e+4, 0.00000e+0, 2.54645e+0, 0.00000e+0, 5.33941e+2, 0.00000e+0, 5.01369e+2, 0.00000e+0, 2.17270e+1, 0.00000e+0, 2.23091e+1, 0.00000e+0, 3.99387e+0, 0.00000e+0, 3.35777e+0, 0.00000e+0, 1.67580e+0, 0.00000e+0, -5.52588e+0, 0.00000e+0, 4.59361e+0, 0.00000e+0, 1.79281e+2, 0.00000e+0, 2.00000e+1, 1.00000e+1, 3, -1, Disabled
06/29/2024 12:35:26.640, 06/29/2024 12:35:26.583, 2.47190e+0, 0.00000e+0, 5.06392e+2, 0.00000e+0, 1.56658e+4, 0.00000e+0, 2.51124e+0, 0.00000e+0, 5.14451e+2, 0.00000e+0, 5.01403e+2, 0.00000e+0, 2.17308e+1, 0.00000e+0, 2.23745e+1, 0.00000e+0, 3.99392e+0, 0.00000e+0, 3.35770e+0, 0.00000e+0, 1.67559e+0, 0.00000e+0, -5.52605e+0, 0.00000e+0, 4.59998e+0, 0.00000e+0, 1.80325e+2, 0.00000e+0, 2.00000e+1, 1.00000e+1, 3, -1, Disabled
06/29/2024 12:35:31.726, 06/29/2024 12:35:31.662, 2.48925e+0, 0.00000e+0, 5.39106e+2, 0.00000e+0, 1.57193e+4, 0.00000e+0, 2.52900e+0, 0.00000e+0, 5.47716e+2, 0.00000e+0, 5.01434e+2, 0.00000e+0, 2.17361e+1, 0.00000e+0, 2.24407e+1, 0.00000e+0, 3.99367e+0, 0.00000e+0, 3.35738e+0, 0.00000e+0, 1.67541e+0, 0.00000e+0, -5.52620e+0, 0.00000e+0, 4.60633e+0, 0.00000e+0, 1.81365e+2, 0.00000e+0, 2.00000e+1, 1.00000e+1, 3, -1, Disabled
06/29/2024 12:35:36.800, 06/29/2024 12:35:36.743, 2.49101e+0, 0.00000e+0, 4.87828e+2, 0.00000e+0, 1.57546e+4, 0.00000e+0, 2.53088e+0, 0.00000e+0, 4.95637e+2, 0.00000e+0, 5.01411e+2, 0.00000e+0, 2.17395e+1, 0.00000e+0, 2.25039e+1, 0.00000e+0, 3.99375e+0, 0.00000e+0, 3.35805e+0, 0.00000e+0, 1.67523e+0, 0.00000e+0, -5.52632e+0, 0.00000e+0, 4.61233e+0, 0.00000e+0, 1.82350e+2, 0.00000e+0, 2.00000e+1, 1.00000e+1, 3, -1, Disabled
06/29/2024 12:35:41.893, 06/29/2024 12:35:41.821, 2.46170e+0, 0.00000e+0, 4.63087e+2, 0.00000e+0, 1.57816e+4, 0.00000e+0, 2.50117e+0, 0.00000e+0, 4.70512e+2, 0.00000e+0, 5.01376e+2, 0.00000e+0, 2.17422e+1, 0.00000e+0, 2.25681e+1, 0.00000e+0, 3.99394e+0, 0.00000e+0, 3.35806e+0, 0.00000e+0, 1.67506e+0, 0.00000e+0, -5.52645e+0, 0.00000e+0, 4.61832e+0, 0.00000e+0, 1.83332e+2, 0.00000e+0, 2.00000e+1, 1.00000e+1, 3, -1, Disabled
06/29/2024 12:35:46.956, 06/29/2024 12:35:46.901, 2.47654e+0, 0.00000e+0, 4.58268e+2, 0.00000e+0, 1.57905e+4, 0.00000e+0, 2.51627e+0, 0.00000e+0, 4.65620e+2, 0.00000e+0, 5.01396e+2, 0.00000e+0, 2.17429e+1, 0.00000e+0, 2.26369e+1, 0.00000e+0, 3.99408e+0, 0.00000e+0, 3.35782e+0, 0.00000e+0, 1.67492e+0, 0.00000e+0, -5.52657e+0, 0.00000e+0, 4.62398e+0, 0.00000e+0, 1.84260e+2, 0.00000e+0, 2.00000e+1, 1.00000e+1, 3, -1, Disabled
06/29/2024 12:35:52.037, 06/29/2024 12:35:51.980, 2.48384e+0, 0.00000e+0, 4.82124e+2, 0.00000e+0, 1.57929e+4, 0.00000e+0, 2.52370e+0, 0.00000e+0, 4.89860e+2, 0.00000e+0, 5.01375e+2, 0.00000e+0, 2.17470e+1, 0.00000e+0, 2.27083e+1, 0.00000e+0, 3.99390e+0, 0.00000e+0, 3.35809e+0, 0.00000e+0, 1.67478e+0, 0.00000e+0, -5.52666e+0, 0.00000e+0, 4.62970e+0, 0.00000e+0, 1.85197e+2, 0.00000e+0, 2.00000e+1, 1.00000e+1, 3, -1, Disabled
06/29/2024 12:35:57.116, 06/29/2024 12:35:57.060, 2.49926e+0, 0.00000e+0, 5.36343e+2, 0.00000e+0, 1.58946e+4, 0.00000e+0, 2.53963e+0, 0.00000e+0, 5.45005e+2, 0.00000e+0, 5.01406e+2, 0.00000e+0, 2.17494e+1, 0.00000e+0, 2.27756e+1, 0.00000e+0, 3.99342e+0, 0.00000e+0, 3.35747e+0, 0.00000e+0, 1.67466e+0, 0.00000e+0, -5.52673e+0, 0.00000e+0, 4.63510e+0, 0.00000e+0, 1.86082e+2, 0.00000e+0, 2.00000e+1, 1.00000e+1, 3, -1, Disabled
06/29/2024 12:36:02.195, 06/29/2024 12:36:02.139, 2.50511e+0, 0.00000e+0, 4.86491e+2, 0.00000e+0, 1.58957e+4, 0.00000e+0, 2.54558e+0, 0.00000e+0, 4.94349e+2, 0.00000e+0, 5.01396e+2, 0.00000e+0, 2.17552e+1, 0.00000e+0, 2.28446e+1, 0.00000e+0, 3.99391e+0, 0.00000e+0, 3.35794e+0, 0.00000e+0, 1.67455e+0, 0.00000e+0, -5.52679e+0, 0.00000e+0, 4.64052e+0, 0.00000e+0, 1.86970e+2, 0.00000e+0, 2.00000e+1, 1.00000e+1, 3, -1, Disabled
06/29/2024 12:36:07.280, 06/29/2024 12:36:07.218, 2.52060e+0, 0.00000e+0, 4.72886e+2, 0.00000e+0, 1.59143e+4, 0.00000e+0, 2.56136e+0, 0.00000e+0, 4.80533e+2, 0.00000e+0, 5.01413e+2, 0.00000e+0, 2.17633e+1, 0.00000e+0, 2.29154e+1, 0.00000e+0, 3.99422e+0, 0.00000e+0, 3.35802e+0, 0.00000e+0, 1.67444e+0, 0.00000e+0, -5.52684e+0, 0.00000e+0, 4.64568e+0, 0.00000e+0, 1.87816e+2, 0.00000e+0, 2.00000e+1, 1.00000e+1, 3, -1, Disabled
06/29/2024 12:36:12.356, 06/29/2024 12:36:12.298, 2.49803e+0, 0.00000e+0, 4.82821e+2, 0.00000e+0, 1.59581e+4, 0.00000e+0, 2.53854e+0, 0.00000e+0, 4.90651e+2, 0.00000e+0, 5.01332e+2, 0.00000e+0, 2.17706e+1, 0.00000e+0, 2.29827e+1, 0.00000e+0, 3.99356e+0, 0.00000e+0, 3.35810e+0, 0.00000e+0, 1.67435e+0, 0.00000e+0, -5.52689e+0, 0.00000e+0, 4.65076e+0, 0.00000e+0, 1.88650e+2, 0.00000e+0, 2.00000e+1, 1.00000e+1, 3, -1, Disabled
06/29/2024 12:36:17.439, 06/29/2024 12:36:17.377, 2.44983e+0, 0.00000e+0, 4.80112e+2, 0.00000e+0, 1.59809e+4, 0.00000e+0, 2.48961e+0, 0.00000e+0, 4.87910e+2, 0.00000e+0, 5.01373e+2, 0.00000e+0, 2.17790e+1, 0.00000e+0, 2.30472e+1, 0.00000e+0, 3.99364e+0, 0.00000e+0, 3.35802e+0, 0.00000e+0, 1.67427e+0, 0.00000e+0, -5.52694e+0, 0.00000e+0, 4.65570e+0, 0.00000e+0, 1.89459e+2, 0.00000e+0, 2.00000e+1, 1.00000e+1, 3, -1, Disabled
06/29/2024 12:36:22.520, 06/29/2024 12:36:22.457, 2.44506e+0, 0.00000e+0, 4.71098e+2, 0.00000e+0, 1.59585e+4, 0.00000e+0, 2.48471e+0, 0.00000e+0, 4.78738e+2, 0.00000e+0, 5.01308e+2, 0.00000e+0, 2.17891e+1, 0.00000e+0, 2.31159e+1, 0.00000e+0, 3.99333e+0, 0.00000e+0, 3.35766e+0, 0.00000e+0, 1.67418e+0, 0.00000e+0, -5.52699e+0, 0.00000e+0, 4.66058e+0, 0.00000e+0, 1.90259e+2, 0.00000e+0, 2.00000e+1, 1.00000e+1, 3, -1, Disabled
06/29/2024 12:36:27.597, 06/29/2024 12:36:27.536, 2.40027e+0, 0.00000e+0, 4.67546e+2, 0.00000e+0, 1.59804e+4, 0.00000e+0, 2.43925e+0, 0.00000e+0, 4.75139e+2, 0.00000e+0, 5.01362e+2, 0.00000e+0, 2.17963e+1, 0.00000e+0, 2.31841e+1, 0.00000e+0, 3.99339e+0, 0.00000e+0, 3.35786e+0, 0.00000e+0, 1.67412e+0, 0.00000e+0, -5.52701e+0, 0.00000e+0, 4.66522e+0, 0.00000e+0, 1.91019e+2, 0.00000e+0, 2.00000e+1, 1.00000e+1, 3, -1, Disabled
06/29/2024 12:36:32.681, 06/29/2024 12:36:32.616, 2.38637e+0, 0.00000e+0, 4.64130e+2, 0.00000e+0, 1.59976e+4, 0.00000e+0, 2.42517e+0, 0.00000e+0, 4.71676e+2, 0.00000e+0, 5.01320e+2, 0.00000e+0, 2.18066e+1, 0.00000e+0, 2.32557e+1, 0.00000e+0, 3.99344e+0, 0.00000e+0, 3.35794e+0, 0.00000e+0, 1.67406e+0, 0.00000e+0, -5.52703e+0, 0.00000e+0, 4.66982e+0, 0.00000e+0, 1.91774e+2, 0.00000e+0, 2.00000e+1, 1.00000e+1, 3, -1, Disabled
06/29/2024 12:36:37.749, 06/29/2024 12:36:37.696, 2.38507e+0, 0.00000e+0, 4.85001e+2, 0.00000e+0, 1.59904e+4, 0.00000e+0, 2.42383e+0, 0.00000e+0, 4.92883e+2, 0.00000e+0, 5.01365e+2, 0.00000e+0, 2.18187e+1, 0.00000e+0, 2.33253e+1, 0.00000e+0, 3.99367e+0, 0.00000e+0, 3.35791e+0, 0.00000e+0, 1.67400e+0, 0.00000e+0, -5.52705e+0, 0.00000e+0, 4.67423e+0, 0.00000e+0, 1.92497e+2, 0.00000e+0, 2.00000e+1, 1.00000e+1, 3, -1, Disabled
06/29/2024 12:36:42.828, 06/29/2024 12:36:42.775, 2.39055e+0, 0.00000e+0, 5.01189e+2, 0.00000e+0, 1.60020e+4, 0.00000e+0, 2.42943e+0, 0.00000e+0, 5.09340e+2, 0.00000e+0, 5.01312e+2, 0.00000e+0, 2.18329e+1, 0.00000e+0, 2.33932e+1, 0.00000e+0, 3.99300e+0, 0.00000e+0, 3.35779e+0, 0.00000e+0, 1.67395e+0, 0.00000e+0, -5.52706e+0, 0.00000e+0, 4.67865e+0, 0.00000e+0, 1.93221e+2, 0.00000e+0, 2.00000e+1, 1.00000e+1, 3, -1, Disabled
06/29/2024 12:36:47.909, 06/29/2024 12:36:47.854, 2.38967e+0, 0.00000e+0, 4.87855e+2, 0.00000e+0, 1.60409e+4, 0.00000e+0, 2.42863e+0, 0.00000e+0, 4.95808e+2, 0.00000e+0, 5.01353e+2, 0.00000e+0, 2.18626e+1, 0.00000e+0, 2.34625e+1, 0.00000e+0, 3.99328e+0, 0.00000e+0, 3.35779e+0, 0.00000e+0, 1.67391e+0, 0.00000e+0, -5.52707e+0, 0.00000e+0, 4.68275e+0, 0.00000e+0, 1.93893e+2, 0.00000e+0, 2.00000e+1, 1.00000e+1, 3, -1, Disabled
06/29/2024 12:36:52.988, 06/29/2024 12:36:52.934, 2.39207e+0, 0.00000e+0, 4.82037e+2, 0.00000e+0, 1.60738e+4, 0.00000e+0, 2.43115e+0, 0.00000e+0, 4.89912e+2, 0.00000e+0, 5.01296e+2, 0.00000e+0, 2.18623e+1, 0.00000e+0, 2.35334e+1, 0.00000e+0, 3.99339e+0, 0.00000e+0, 3.35783e+0, 0.00000e+0, 1.67388e+0, 0.00000e+0, -5.52707e+0, 0.00000e+0, 4.68691e+0, 0.00000e+0, 1.94576e+2, 0.00000e+0, 2.00000e+1, 1.00000e+1, 3, -1, Disabled
06/29/2024 12:36:58.065, 06/29/2024 12:36:58.013, 2.40706e+0, 0.00000e+0, 4.85863e+2, 0.00000e+0, 1.60677e+4, 0.00000e+0, 2.44637e+0, 0.00000e+0, 4.93798e+2, 0.00000e+0, 5.01342e+2, 0.00000e+0, 2.18666e+1, 0.00000e+0, 2.35992e+1, 0.00000e+0, 3.99352e+0, 0.00000e+0, 3.35805e+0, 0.00000e+0, 1.67385e+0, 0.00000e+0, -5.52707e+0, 0.00000e+0, 4.69080e+0, 0.00000e+0, 1.95214e+2, 0.00000e+0, 2.00000e+1, 1.00000e+1, 3, -1, Disabled
06/29/2024 12:37:03.149, 06/29/2024 12:37:03.093, 2.41215e+0, 0.00000e+0, 4.83382e+2, 0.00000e+0, 1.60669e+4, 0.00000e+0, 2.45154e+0, 0.00000e+0, 4.91275e+2, 0.00000e+0, 5.01331e+2, 0.00000e+0, 2.18679e+1, 0.00000e+0, 2.36678e+1, 0.00000e+0, 3.99327e+0, 0.00000e+0, 3.35780e+0, 0.00000e+0, 1.67382e+0, 0.00000e+0, -5.52707e+0, 0.00000e+0, 4.69469e+0, 0.00000e+0, 1.95851e+2, 0.00000e+0, 2.00000e+1, 1.00000e+1, 3, -1, Disabled
06/29/2024 12:37:08.232, 06/29/2024 12:37:08.179, 2.44832e+0, 0.00000e+0, 4.70051e+2, 0.00000e+0, 1.60922e+4, 0.00000e+0, 2.48836e+0, 0.00000e+0, 4.77739e+2, 0.00000e+0, 5.01227e+2, 0.00000e+0, 2.18780e+1, 0.00000e+0, 2.37362e+1, 0.00000e+0, 3.99319e+0, 0.00000e+0, 3.35770e+0, 0.00000e+0, 1.67380e+0, 0.00000e+0, -5.52707e+0, 0.00000e+0, 4.69831e+0, 0.00000e+0, 1.96445e+2, 0.00000e+0, 2.00000e+1, 1.00000e+1, 3, -1, Disabled
06/29/2024 12:37:13.323, 06/29/2024 12:37:13.258, 2.53188e+0, 0.00000e+0, 4.64257e+2, 0.00000e+0, 1.60978e+4, 0.00000e+0, 2.57331e+0, 0.00000e+0, 4.71853e+2, 0.00000e+0, 5.01269e+2, 0.00000e+0, 2.18882e+1, 0.00000e+0, 2.38058e+1, 0.00000e+0, 3.99338e+0, 0.00000e+0, 3.35807e+0, 0.00000e+0, 1.67379e+0, 0.00000e+0, -5.52707e+0, 0.00000e+0, 4.70195e+0, 0.00000e+0, 1.97041e+2, 0.00000e+0, 2.00000e+1, 1.00000e+1, 3, -1, Disabled
06/29/2024 12:37:18.392, 06/29/2024 12:37:18.338, 2.53245e+0, 0.00000e+0, 4.68605e+2, 0.00000e+0, 1.61117e+4, 0.00000e+0, 2.57392e+0, 0.00000e+0, 4.76278e+2, 0.00000e+0, 5.01250e+2, 0.00000e+0, 2.18999e+1, 0.00000e+0, 2.38733e+1, 0.00000e+0, 3.99332e+0, 0.00000e+0, 3.35795e+0, 0.00000e+0, 1.67377e+0, 0.00000e+0, -5.52707e+0, 0.00000e+0, 4.70532e+0, 0.00000e+0, 1.97594e+2, 0.00000e+0, 2.00000e+1, 1.00000e+1, 3, -1, Disabled
